pipname,tile,tile_type,tile_x,tile_y,src_wire,dst_wire,net,base_reg,avg_delay_ps,max_delay_ps
INT_L_X8Y118/EL1BEG1->INT_R_X9Y118/IMUX2,INT_L_X8Y118,INT_L,8,118,INT_L_X8Y118/EL1BEG1,INT_R_X9Y118/IMUX2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X19Y106/BYP_ALT4->INT_R_X19Y106/BYP4,INT_R_X19Y106,INT_R,19,106,INT_R_X19Y106/BYP_ALT4,INT_R_X19Y106/BYP4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
CLBLL_L_X4Y149/CLBLL_LL_D4->SITEWIRE/SLICE_X4Y149/D1,CLBLL_L_X4Y149,CLBLL_L,4,149,CLBLL_L_X4Y149/CLBLL_LL_D4,SITEWIRE/SLICE_X4Y149/D1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
DSP_L_X34Y80/DSP_1_B15->SITEWIRE/DSP48_X1Y33/B15,DSP_L_X34Y80,DSP_L,34,80,DSP_L_X34Y80/DSP_1_B15,SITEWIRE/DSP48_X1Y33/B15,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_R_X19Y98/NW2END2->INT_R_X19Y98/NL1BEG1,INT_R_X19Y98,INT_R,19,98,INT_R_X19Y98/NW2END2,INT_R_X19Y98/NL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_R_X9Y95/DSP_0_B15->SITEWIRE/DSP48_X0Y38/B15,DSP_R_X9Y95,DSP_R,9,95,DSP_R_X9Y95/DSP_0_B15,SITEWIRE/DSP48_X0Y38/B15,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X8Y101/SW6A2->INT_L_X8Y97/ER1END3,INT_L_X8Y101,INT_L,8,101,INT_L_X8Y101/SW6A2,INT_L_X8Y97/ER1END3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X9Y100/LVB11->INT_R_X9Y111/LVB10,INT_R_X9Y100,INT_R,9,100,INT_R_X9Y100/LVB11,INT_R_X9Y111/LVB10,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X9Y118/NR1BEG1->INT_R_X9Y119/IMUX3,INT_R_X9Y118,INT_R,9,118,INT_R_X9Y118/NR1BEG1,INT_R_X9Y119/IMUX3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_L_X34Y80/DSP_1_B17->SITEWIRE/DSP48_X1Y33/B17,DSP_L_X34Y80,DSP_L,34,80,DSP_L_X34Y80/DSP_1_B17,SITEWIRE/DSP48_X1Y33/B17,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X8Y97/ER1END3->INT_L_X8Y98/ER1BEG0,INT_L_X8Y97,INT_L,8,97,INT_L_X8Y97/ER1END3,INT_L_X8Y98/ER1BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X20Y89/LOGIC_OUTS_L6->INT_L_X10Y89/WW4END2,INT_L_X20Y89,INT_L,20,89,INT_L_X20Y89/LOGIC_OUTS_L6,INT_L_X10Y89/WW4END2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X19Y117/EE4BEG2->INT_L_X24Y117/EE4A2,INT_R_X19Y117,INT_R,19,117,INT_R_X19Y117/EE4BEG2,INT_L_X24Y117/EE4A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X10Y89/WR1BEG3->INT_R_X9Y100/LVB11,INT_L_X10Y89,INT_L,10,89,INT_L_X10Y89/WR1BEG3,INT_R_X9Y100/LVB11,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X33Y82/NE2A3->INT_L_X34Y82/NL1BEG2,INT_R_X33Y82,INT_R,33,82,INT_R_X33Y82/NE2A3,INT_L_X34Y82/NL1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X20Y90/NN6A2->INT_L_X20Y96/NN6A2,INT_L_X20Y90,INT_L,20,90,INT_L_X20Y90/NN6A2,INT_L_X20Y96/NN6A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y117/NR1BEG1->INT_L_X34Y118/FAN_ALT2,INT_L_X34Y117,INT_L,34,117,INT_L_X34Y117/NR1BEG1,INT_L_X34Y118/FAN_ALT2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X4Y134/NW6BEG2->INT_L_X2Y138/NL1BEG1,INT_L_X4Y134,INT_L,4,134,INT_L_X4Y134/NW6BEG2,INT_L_X2Y138/NL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X9Y119/IMUX43->DSP_R_X9Y115/DSP_0_B16,INT_R_X9Y119,INT_R,9,119,INT_R_X9Y119/IMUX43,DSP_R_X9Y115/DSP_0_B16,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X8Y97/ER1END3->INT_L_X8Y98/NE2A3,INT_L_X8Y97,INT_L,8,97,INT_L_X8Y97/ER1END3,INT_L_X8Y98/NE2A3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y83/NL1BEG1->INT_L_X34Y84/IMUX_L2,INT_L_X34Y83,INT_L,34,83,INT_L_X34Y83/NL1BEG1,INT_L_X34Y84/IMUX_L2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X19Y106/BYP4->CLBLL_R_X19Y106/CLBLL_LL_BX,INT_R_X19Y106,INT_R,19,106,INT_R_X19Y106/BYP4,CLBLL_R_X19Y106/CLBLL_LL_BX,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_R_X9Y95/DSP_0_B17->SITEWIRE/DSP48_X0Y38/B17,DSP_R_X9Y95,DSP_R,9,95,DSP_R_X9Y95/DSP_0_B17,SITEWIRE/DSP48_X0Y38/B17,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X20Y89/SE6BEG2->INT_L_X22Y85/SE6BEG2,INT_L_X20Y89,INT_L,20,89,INT_L_X20Y89/SE6BEG2,INT_L_X22Y85/SE6BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X19Y98/NL1BEG1->INT_R_X19Y99/IMUX1,INT_R_X19Y98,INT_R,19,98,INT_R_X19Y98/NL1BEG1,INT_R_X19Y99/IMUX1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
CLBLL_R_X19Y106/CLBLL_LL_BX->SITEWIRE/SLICE_X28Y106/BX,CLBLL_R_X19Y106,CLBLL_R,19,106,CLBLL_R_X19Y106/CLBLL_LL_BX,SITEWIRE/SLICE_X28Y106/BX,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X10Y113/NE6A2->INT_R_X11Y117/EE4BEG2,INT_L_X10Y113,INT_L,10,113,INT_L_X10Y113/NE6A2,INT_R_X11Y117/EE4BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X19Y101/NW6A2->INT_L_X18Y105/EL1BEG1,INT_R_X19Y101,INT_R,19,101,INT_R_X19Y101/NW6A2,INT_L_X18Y105/EL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X20Y96/NN6A2->INT_R_X19Y101/NW6A2,INT_L_X20Y96,INT_L,20,96,INT_L_X20Y96/NN6A2,INT_R_X19Y101/NW6A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_L_X34Y80/DSP_1_B16->SITEWIRE/DSP48_X1Y33/B16,DSP_L_X34Y80,DSP_L,34,80,DSP_L_X34Y80/DSP_1_B16,SITEWIRE/DSP48_X1Y33/B16,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X20Y90/NN6A2->INT_L_X20Y96/NN2A2,INT_L_X20Y90,INT_L,20,90,INT_L_X20Y90/NN6A2,INT_L_X20Y96/NN2A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X2Y139/NL1BEG0->INT_L_X2Y141/NN2A0,INT_L_X2Y139,INT_L,2,139,INT_L_X2Y139/NL1BEG0,INT_L_X2Y141/NN2A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y83/NL1BEG1->INT_L_X34Y84/IMUX_L42,INT_L_X34Y83,INT_L,34,83,INT_L_X34Y83/NL1BEG1,INT_L_X34Y84/IMUX_L42,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X28Y81/EE4BEG2->INT_L_X32Y81/ER1BEG3,INT_L_X28Y81,INT_L,28,81,INT_L_X28Y81/EE4BEG2,INT_L_X32Y81/ER1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X20Y89/LOGIC_OUTS_L6->INT_L_X20Y90/NN6A2,INT_L_X20Y89,INT_L,20,89,INT_L_X20Y89/LOGIC_OUTS_L6,INT_L_X20Y90/NN6A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X9Y98/IMUX2->DSP_R_X9Y95/DSP_0_B15,INT_R_X9Y98,INT_R,9,98,INT_R_X9Y98/IMUX2,DSP_R_X9Y95/DSP_0_B15,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
CLBLL_R_X19Y99/CLBLL_LL_A3->SITEWIRE/SLICE_X28Y99/A5,CLBLL_R_X19Y99,CLBLL_R,19,99,CLBLL_R_X19Y99/CLBLL_LL_A3,SITEWIRE/SLICE_X28Y99/A5,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_L_X34Y118/IMUX_L40->DSP_L_X34Y115/DSP_1_B14,INT_L_X34Y118,INT_L,34,118,INT_L_X34Y118/IMUX_L40,DSP_L_X34Y115/DSP_1_B14,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X19Y99/IMUX1->CLBLL_R_X19Y99/CLBLL_LL_A3,INT_R_X19Y99,INT_R,19,99,INT_R_X19Y99/IMUX1,CLBLL_R_X19Y99/CLBLL_LL_A3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
DSP_L_X34Y115/DSP_1_B14->SITEWIRE/DSP48_X1Y47/B14,DSP_L_X34Y115,DSP_L,34,115,DSP_L_X34Y115/DSP_1_B14,SITEWIRE/DSP48_X1Y47/B14,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_R_X33Y118/NE2A2->INT_L_X34Y118/NL1BEG1,INT_R_X33Y118,INT_R,33,118,INT_R_X33Y118/NE2A2,INT_L_X34Y118/NL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X11Y117/EE4BEG2->INT_L_X16Y117/EE4A2,INT_R_X11Y117,INT_R,11,117,INT_R_X11Y117/EE4BEG2,INT_L_X16Y117/EE4A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X9Y98/NL1BEG2->INT_R_X9Y99/IMUX3,INT_R_X9Y98,INT_R,9,98,INT_R_X9Y98/NL1BEG2,INT_R_X9Y99/IMUX3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X34Y118/FAN_BOUNCE2->INT_L_X34Y118/IMUX_L40,INT_L_X34Y118,INT_L,34,118,INT_L_X34Y118/FAN_BOUNCE2,INT_L_X34Y118/IMUX_L40,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X4Y141/IMUX_L9->CLBLL_L_X4Y141/CLBLL_L_A5,INT_L_X4Y141,INT_L,4,141,INT_L_X4Y141/IMUX_L9,CLBLL_L_X4Y141/CLBLL_L_A5,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X33Y117/EL1BEG1->INT_L_X34Y117/NR1BEG1,INT_R_X33Y117,INT_R,33,117,INT_R_X33Y117/EL1BEG1,INT_L_X34Y117/NR1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_R_X27Y117/EE4BEG2->INT_R_X33Y117/EL1BEG1,INT_R_X27Y117,INT_R,27,117,INT_R_X27Y117/EE4BEG2,INT_R_X33Y117/EL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
CLBLL_L_X2Y141/CLBLL_LL_C5->SITEWIRE/SLICE_X0Y141/C4,CLBLL_L_X2Y141,CLBLL_L,2,141,CLBLL_L_X2Y141/CLBLL_LL_C5,SITEWIRE/SLICE_X0Y141/C4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,0,0
INT_R_X9Y111/LVB10->INT_L_X10Y113/NE6A2,INT_R_X9Y111,INT_R,9,111,INT_R_X9Y111/LVB10,INT_L_X10Y113/NE6A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X8Y98/NE2A3->INT_R_X9Y98/NL1BEG2,INT_L_X8Y98,INT_L,8,98,INT_L_X8Y98/NE2A3,INT_R_X9Y98/NL1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X24Y117/EE4A2->INT_R_X27Y117/EE4BEG2,INT_L_X24Y117,INT_L,24,117,INT_L_X24Y117/EE4A2,INT_R_X27Y117/EE4BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[31],rs2_reg,132.42498665242925,301
INT_L_X4Y28/SW6BEG2->INT_L_X2Y23/SS6A2,INT_L_X4Y28,INT_L,4,28,INT_L_X4Y28/SW6BEG2,INT_L_X2Y23/SS6A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X2Y23/SS6A2->INT_L_X2Y17/SS2A2,INT_L_X2Y23,INT_L,2,23,INT_L_X2Y23/SS6A2,INT_L_X2Y17/SS2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y16/CLBLL_L_B1->SITEWIRE/SLICE_X1Y16/B3,CLBLL_L_X2Y16,CLBLL_L,2,16,CLBLL_L_X2Y16/CLBLL_L_B1,SITEWIRE/SLICE_X1Y16/B3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,0,0
INT_L_X2Y13/NN6A2->INT_L_X2Y18/SR1BEG2,INT_L_X2Y13,INT_L,2,13,INT_L_X2Y13/NN6A2,INT_L_X2Y18/SR1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y17/CLBLL_L_B1->SITEWIRE/SLICE_X1Y17/B2,CLBLL_L_X2Y17,CLBLL_L,2,17,CLBLL_L_X2Y17/CLBLL_L_B1,SITEWIRE/SLICE_X1Y17/B2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,0,0
INT_L_X8Y41/EL1BEG1->INT_L_X10Y42/NE2END1,INT_L_X8Y41,INT_L,8,41,INT_L_X8Y41/EL1BEG1,INT_L_X10Y42/NE2END1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X10Y42/NE2END1->INT_L_X10Y42/NL1BEG0,INT_L_X10Y42,INT_L,10,42,INT_L_X10Y42/NE2END1,INT_L_X10Y42/NL1BEG0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X10Y42/NL1BEG0->INT_L_X10Y43/IMUX_L24,INT_L_X10Y42,INT_L,10,42,INT_L_X10Y42/NL1BEG0,INT_L_X10Y43/IMUX_L24,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X10Y43/IMUX_L24->CLBLM_L_X10Y43/CLBLM_M_B5,INT_L_X10Y43,INT_L,10,43,INT_L_X10Y43/IMUX_L24,CLBLM_L_X10Y43/CLBLM_M_B5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X4Y52/NW6BEG2->INT_L_X2Y56/NL1BEG1,INT_L_X4Y52,INT_L,4,52,INT_L_X4Y52/NW6BEG2,INT_L_X2Y56/NL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X2Y56/NL1BEG1->INT_L_X2Y57/FAN_ALT4,INT_L_X2Y56,INT_L,2,56,INT_L_X2Y56/NL1BEG1,INT_L_X2Y57/FAN_ALT4,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X4Y76/SW6BEG2->INT_L_X2Y72/NL1BEG2,INT_L_X4Y76,INT_L,4,76,INT_L_X4Y76/SW6BEG2,INT_L_X2Y72/NL1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y73/CLBLL_LL_B4->SITEWIRE/SLICE_X0Y73/B5,CLBLL_L_X2Y73,CLBLL_L,2,73,CLBLL_L_X2Y73/CLBLL_LL_B4,SITEWIRE/SLICE_X0Y73/B5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,0,0
INT_L_X6Y79/SE2A2->INT_L_X8Y79/EL1END1,INT_L_X6Y79,INT_L,6,79,INT_L_X6Y79/SE2A2,INT_L_X8Y79/EL1END1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_R_X5Y89/EE2BEG2->INT_R_X7Y89/BYP_ALT3,INT_R_X5Y89,INT_R,5,89,INT_R_X5Y89/EE2BEG2,INT_R_X7Y89/BYP_ALT3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_R_X7Y89/BYP_ALT3->INT_R_X7Y89/BYP_BOUNCE3,INT_R_X7Y89,INT_R,7,89,INT_R_X7Y89/BYP_ALT3,INT_R_X7Y89/BYP_BOUNCE3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_R_X7Y89/IMUX15->CLBLM_R_X7Y89/CLBLM_M_B1,INT_R_X7Y89,INT_R,7,89,INT_R_X7Y89/IMUX15,CLBLM_R_X7Y89/CLBLM_M_B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
CLBLM_R_X7Y89/CLBLM_M_B1->SITEWIRE/SLICE_X8Y89/B1,CLBLM_R_X7Y89,CLBLM_R,7,89,CLBLM_R_X7Y89/CLBLM_M_B1,SITEWIRE/SLICE_X8Y89/B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,0,0
INT_L_X6Y102/NE2A3->INT_R_X7Y102/IMUX15,INT_L_X6Y102,INT_L,6,102,INT_L_X6Y102/NE2A3,INT_R_X7Y102/IMUX15,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_R_X7Y102/IMUX15->CLBLM_R_X7Y102/CLBLM_M_B1,INT_R_X7Y102,INT_R,7,102,INT_R_X7Y102/IMUX15,CLBLM_R_X7Y102/CLBLM_M_B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_R_X5Y102/NE2A2->INT_L_X2Y102/WW4END2,INT_R_X5Y102,INT_R,5,102,INT_R_X5Y102/NE2A2,INT_L_X2Y102/WW4END2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X2Y16/IMUX_L14->CLBLL_L_X2Y16/CLBLL_L_B1,INT_L_X2Y16,INT_L,2,16,INT_L_X2Y16/IMUX_L14,CLBLL_L_X2Y16/CLBLL_L_B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X2Y102/WW4END2->INT_L_X2Y103/NN2A2,INT_L_X2Y102,INT_L,2,102,INT_L_X2Y102/WW4END2,INT_L_X2Y103/NN2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X12Y140/NN2A1->INT_L_X12Y142/NN2A1,INT_L_X12Y140,INT_L,12,140,INT_L_X12Y140/NN2A1,INT_L_X12Y142/NN2A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X8Y134/SW2A0->INT_R_X7Y134/IMUX41,INT_L_X8Y134,INT_L,8,134,INT_L_X8Y134/SW2A0,INT_R_X7Y134/IMUX41,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_R_X7Y134/IMUX41->CLBLM_R_X7Y134/CLBLM_L_D1,INT_R_X7Y134,INT_R,7,134,INT_R_X7Y134/IMUX41,CLBLM_R_X7Y134/CLBLM_L_D1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X4Y129/NW2A0->INT_R_X3Y130/NN6A0,INT_L_X4Y129,INT_L,4,129,INT_L_X4Y129/NW2A0,INT_R_X3Y130/NN6A0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X2Y72/NL1BEG2->INT_L_X2Y73/IMUX_L27,INT_L_X2Y72,INT_L,2,72,INT_L_X2Y72/NL1BEG2,INT_L_X2Y73/IMUX_L27,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_R_X3Y130/NN6A0->INT_R_X3Y145/LV10,INT_R_X3Y130,INT_R,3,130,INT_R_X3Y130/NN6A0,INT_R_X3Y145/LV10,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_R_X3Y135/BYP_ALT2->INT_R_X3Y135/BYP2,INT_R_X3Y135,INT_R,3,135,INT_R_X3Y135/BYP_ALT2,INT_R_X3Y135/BYP2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X4Y115/LOGIC_OUTS_L5->INT_L_X4Y115/NE6BEG1,INT_L_X4Y115,INT_L,4,115,INT_L_X4Y115/LOGIC_OUTS_L5,INT_L_X4Y115/NE6BEG1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_R_X3Y145/SS2A3->INT_R_X3Y144/NR1BEG3,INT_R_X3Y145,INT_R,3,145,INT_R_X3Y145/SS2A3,INT_R_X3Y144/NR1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_R_X3Y144/NR1BEG3->INT_R_X3Y145/BYP_ALT6,INT_R_X3Y144,INT_R,3,144,INT_R_X3Y144/NR1BEG3,INT_R_X3Y145/BYP_ALT6,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X4Y130/NW6A3->INT_L_X2Y135/NW2END3,INT_L_X4Y130,INT_L,4,130,INT_L_X4Y130/NW6A3,INT_L_X2Y135/NW2END3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X4Y62/LVB_L10->INT_L_X4Y52/NW6BEG2,INT_L_X4Y62,INT_L,4,62,INT_L_X4Y62/LVB_L10,INT_L_X4Y52/NW6BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X12Y142/NN2A1->INT_L_X12Y143/IMUX_L3,INT_L_X12Y142,INT_L,12,142,INT_L_X12Y142/NN2A1,INT_L_X12Y143/IMUX_L3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X2Y135/NW2END3->INT_L_X2Y135/EL1BEG2,INT_L_X2Y135,INT_L,2,135,INT_L_X2Y135/NW2END3,INT_L_X2Y135/EL1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X10Y139/WW4END1->INT_L_X10Y139/SW6BEG0,INT_L_X10Y139,INT_L,10,139,INT_L_X10Y139/WW4END1,INT_L_X10Y139/SW6BEG0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_R_X5Y119/NW6A1->INT_L_X4Y123/NL1BEG0,INT_R_X5Y119,INT_R,5,119,INT_R_X5Y119/NW6A1,INT_L_X4Y123/NL1BEG0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X2Y5/BYP_L2->CLBLL_L_X2Y5/CLBLL_L_CX,INT_L_X2Y5,INT_L,2,5,INT_L_X2Y5/BYP_L2,CLBLL_L_X2Y5/CLBLL_L_CX,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X4Y101/SE2A2->INT_R_X5Y101/ER1BEG3,INT_L_X4Y101,INT_L,4,101,INT_L_X4Y101/SE2A2,INT_R_X5Y101/ER1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X2Y135/EL1BEG2->INT_R_X3Y135/BYP_ALT2,INT_L_X2Y135,INT_L,2,135,INT_L_X2Y135/EL1BEG2,INT_R_X3Y135/BYP_ALT2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
INT_L_X2Y128/EL1END3->INT_L_X2Y128/IMUX_L6,INT_L_X2Y128,INT_L,2,128,INT_L_X2Y128/EL1END3,INT_L_X2Y128/IMUX_L6,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
CLBLM_L_X10Y120/CLBLM_M_B2->SITEWIRE/SLICE_X12Y120/B2,CLBLM_L_X10Y120,CLBLM_L,10,120,CLBLM_L_X10Y120/CLBLM_M_B2,SITEWIRE/SLICE_X12Y120/B2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,0,0
INT_R_X33Y81/ER1BEG0->INT_L_X34Y81/BYP_ALT1,INT_R_X33Y81,INT_R,33,81,INT_R_X33Y81/ER1BEG0,INT_L_X34Y81/BYP_ALT1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[5],rs1_reg,132.42498665242925,301
